M_vir,n_star,n_particles,sim,satellite,is_host_1
1401220000000.0,37682333,84605445.0,h148,False,False
71487400000.0,435431,3034946.0,h148,True,True
33665300000.0,294793,1493719.0,h148,True,True
23963200000.0,85749,928433.0,h148,True,True
24142400000000.0,0,829941.0,h148,False,False
21049800000.0,65528,808825.0,h148,False,False
10722300000.0,47542,418302.0,h148,False,False
318973000000.0,5471,371441.0,h148,False,False
11274800000000.0,0,344911.0,h148,False,False
7800010000.0,26111,313699.0,h148,True,True
8382220000.0,4919,298048.0,h148,False,False
6175050000.0,21027,233662.0,h148,True,True
5938430000.0,2459,210553.0,h148,True,True
27626600000.0,12165,191321.0,h148,False,False
4472730000.0,815,156986.0,h148,False,False
4493590000000.0,0,143199.0,h148,False,False
5571280000000.0,0,133299.0,h148,False,False
10076400000.0,1961,119770.0,h148,False,False
20394000000.0,8020,117390.0,h148,False,False
430329000000.0,0,113504.0,h148,False,False
3148050000.0,787,111310.0,h148,False,False
64801800000.0,0,107598.0,h148,False,False
2354740000.0,20107,106283.0,h148,True,True
50552900000.0,565,100217.0,h148,False,False
2603300000000.0,0,99920.0,h148,False,False
773197000000.0,0,98859.0,h148,False,False
2274930000.0,16980,95885.0,h148,False,False
2385240000.0,634,83810.0,h148,True,False
2292010000.0,76,78966.0,h148,False,False
21358500000.0,1295,76609.0,h148,False,False
2164130000.0,0,75356.0,h148,False,False
2872250000.0,271,71014.0,h148,False,False
1922280000.0,753,67589.0,h148,False,False
1804260000.0,1159,64720.0,h148,False,False
1834460000.0,0,63890.0,h148,False,False
1798270000.0,25,62628.0,h148,True,True
443931000000.0,0,59210.0,h148,False,False
1486920000.0,6,51772.0,h148,False,False
1356390000.0,2789,49687.0,h148,True,True
2904420000.0,25,47611.0,h148,False,False
767821000000.0,0,46876.0,h148,False,False
1336280000.0,0,46522.0,h148,False,False
4114060000.0,105,44687.0,h148,False,False
1261170000.0,2,43909.0,h148,True,True
5125700000.0,239,43871.0,h148,False,False
309763000000.0,0,42002.0,h148,False,False
1159080000.0,0,40353.0,h148,False,False
1101730000.0,568,38947.0,h148,True,True
1082650000.0,0,37692.0,h148,False,False
1053550000.0,0,36679.0,h148,False,False
1048340000.0,0,36505.0,h148,False,False
1025500000.0,4,35706.0,h148,False,False
998695000.0,217,34961.0,h148,False,False
1001470000.0,7,34872.0,h148,False,False
9650700000.0,192,33768.0,h148,False,False
254592000000.0,0,33345.0,h148,False,False
330376000000.0,0,32786.0,h148,False,False
938611000.0,0,32683.0,h148,True,True
1001030000000.0,0,32630.0,h148,False,False
252805000000.0,0,31387.0,h148,False,False
868514000.0,0,30237.0,h148,False,False
709324000.0,6228,30200.0,h148,True,True
8722390000.0,81,30095.0,h148,False,False
563612000000.0,0,29823.0,h148,False,False
218660000000.0,0,29733.0,h148,False,False
162542000000.0,0,29213.0,h148,False,False
756751000.0,0,26346.0,h148,False,False
2472260000.0,0,25865.0,h148,False,False
737947000.0,3,25694.0,h148,True,True
50565900000.0,0,25434.0,h148,False,False
728659000.0,0,25368.0,h148,True,True
5930340000.0,666,25365.0,h148,False,False
1489290000.0,0,24876.0,h148,False,False
708639000.0,0,24671.0,h148,False,False
708639000.0,0,24671.0,h148,False,False
1260570000.0,0,24664.0,h148,False,False
266837000000.0,0,24489.0,h148,True,False
699394000.0,0,24357.0,h148,False,False
2805940000000.0,0,24323.0,h148,False,False
174543000000.0,0,23734.0,h148,False,False
662193000.0,0,23054.0,h148,True,True
3153230000.0,17,22964.0,h148,False,False
205533000000.0,0,22334.0,h148,False,False
2515010000000.0,0,21023.0,h148,False,False
79073800000000.0,0,21005.0,h148,False,False
144915000000.0,0,20460.0,h148,False,False
579670000.0,0,20181.0,h148,False,False
530790000.0,0,18480.0,h148,False,False
520241000.0,0,18112.0,h148,False,False
513304000.0,185,18034.0,h148,False,False
134470000000.0,0,17928.0,h148,False,False
508005000.0,0,17686.0,h148,False,False
1088640000000.0,0,17398.0,h148,False,False
129454000000.0,0,17386.0,h148,False,False
497463000.0,0,17319.0,h148,False,False
21762400000.0,58,17271.0,h148,False,False
2560140000000.0,0,17143.0,h148,False,False
488346000.0,5,17006.0,h148,False,False
62880600000000.0,0,16700.0,h148,False,False
123159000000.0,0,16698.0,h148,False,False
2596990000.0,32,16522.0,h148,False,False
637556000.0,0,16127.0,h148,False,False
892503000000.0,0,15892.0,h148,True,False
441682000.0,0,15377.0,h148,True,True
440286000.0,0,15337.0,h148,True,False
3478790000.0,650,15326.0,h148,False,False
432663000.0,0,15063.0,h148,True,False
1178910000.0,0,14944.0,h148,False,False
512457000000.0,0,14824.0,h148,False,False
217255000000.0,0,14597.0,h148,False,False
4145190000.0,0,14186.0,h148,False,False
1849540000.0,0,14059.0,h148,False,False
403193000.0,0,14037.0,h148,True,True
2048060000.0,6,13841.0,h148,False,False
463067000000.0,0,13673.0,h148,False,False
386274000.0,17,13463.0,h148,False,False
381679000.0,0,13288.0,h148,False,False
379611000.0,0,13216.0,h148,True,True
123924000000.0,0,13092.0,h148,False,False
368064000.0,0,12814.0,h148,True,True
356111000.0,266,12633.0,h148,False,False
360509000.0,0,12551.0,h148,False,False
1075660000000.0,0,12419.0,h148,False,False
351375000.0,0,12233.0,h148,False,False
994404000.0,0,12142.0,h148,False,False
87396300000.0,0,11884.0,h148,False,False
87352200000.0,0,11878.0,h148,False,False
328138000.0,0,11424.0,h148,True,True
4678170000.0,26,11403.0,h148,True,False
106613000000.0,0,11319.0,h148,False,False
323858000.0,0,11275.0,h148,True,True
322686000.0,36,11266.0,h148,False,False
318789000.0,73,11163.0,h148,False,False
41986900000000.0,0,11151.0,h148,False,False
549036000000.0,0,10775.0,h148,False,False
82395500000.0,0,10371.0,h148,False,False
81454200000.0,0,10145.0,h148,False,False
73960300000.0,0,10057.0,h148,False,False
288126000.0,0,10031.0,h148,False,False
283243000.0,0,9861.0,h148,False,False
279078000.0,0,9716.0,h148,True,True
274798000.0,0,9567.0,h148,False,False
655580000.0,0,9490.0,h148,False,False
270720000.0,0,9425.0,h148,False,False
58210100000.0,0,9313.0,h148,False,False
265693000.0,0,9250.0,h148,False,False
265434000.0,0,9241.0,h148,False,False
66268000000.0,0,9013.0,h148,False,False
7557080000.0,32,8821.0,h148,False,False
233200000.0,739,8772.0,h148,False,False
63958800000.0,0,8700.0,h148,False,False
75629700000.0,0,8597.0,h148,False,False
244782000.0,0,8522.0,h148,False,False
242886000.0,0,8456.0,h148,False,False
242570000.0,0,8445.0,h148,False,False
239899000.0,0,8352.0,h148,False,False
60950900000.0,0,8288.0,h148,False,False
43166700000.0,0,8198.0,h148,False,False
235447000.0,0,8197.0,h148,False,False
1716350000.0,0,8173.0,h148,False,False
231799000.0,0,8070.0,h148,True,True
1180540000.0,0,8060.0,h148,True,False
59936000000.0,0,8052.0,h148,False,False
737138000.0,0,7960.0,h148,False,False
227088000.0,0,7906.0,h148,True,True
57994600000.0,0,7886.0,h148,False,False
701977000.0,0,7883.0,h148,False,False
5419570000000.0,0,7859.0,h148,False,False
19627700000000.0,0,7837.0,h148,False,False
218127000.0,0,7594.0,h148,True,True
217753000.0,0,7581.0,h148,True,True
213703000.0,0,7440.0,h148,False,False
210515000.0,0,7329.0,h148,False,False
44928700000.0,0,7277.0,h148,True,False
207729000.0,0,7232.0,h148,True,True
206034000.0,0,7173.0,h148,False,False
205833000.0,0,7166.0,h148,False,False
200584000000.0,0,7136.0,h148,True,False
26440000000000.0,0,7022.0,h148,False,False
201697000.0,0,7022.0,h148,False,False
200088000.0,0,6966.0,h148,False,False
197561000.0,0,6878.0,h148,True,True
50125700000.0,0,6816.0,h148,False,False
195493000.0,0,6806.0,h148,False,False
103178000000.0,0,6792.0,h148,False,False
192505000.0,0,6702.0,h148,False,False
24175300000000.0,0,6699.0,h148,False,False
191213000.0,0,6657.0,h148,True,True
189923000.0,44,6651.0,h148,True,True
190437000.0,0,6630.0,h148,False,False
644786000.0,0,6605.0,h148,False,False
49375500000.0,0,6567.0,h148,False,False
48220900000.0,0,6557.0,h148,False,False
187737000.0,0,6536.0,h148,False,False
40183300000.0,0,6508.0,h148,True,False
601581000.0,0,6403.0,h148,False,False
183773000.0,0,6398.0,h148,False,False
47007500000.0,0,6392.0,h148,False,False
182940000.0,0,6369.0,h148,False,False
764119000.0,0,6357.0,h148,False,False
182165000.0,0,6342.0,h148,True,True
181590000.0,0,6322.0,h148,False,False
1538880000.0,0,6123.0,h148,False,False
175242000.0,0,6101.0,h148,False,False
233383000000.0,0,6024.0,h148,False,False
172801000.0,0,6016.0,h148,True,True
44146800000.0,0,6003.0,h148,False,False
22475100000000.0,0,5969.0,h148,False,False
171365000.0,0,5966.0,h148,True,True
89396600000.0,0,5947.0,h148,False,False
169814000.0,0,5912.0,h148,True,True
1496160000.0,0,5902.0,h148,False,False
169124000.0,0,5888.0,h148,False,False
43028900000.0,0,5851.0,h148,False,False
43271600000.0,0,5835.0,h148,False,False
21782300000000.0,0,5785.0,h148,False,False
99032200.0,2582,5724.0,h148,True,True
63098300000.0,0,5696.0,h148,False,False
162834000.0,0,5669.0,h148,False,False
790838000.0,0,5613.0,h148,False,False
42815700000.0,0,5612.0,h148,True,False
158640000.0,0,5523.0,h148,True,True
147774000.0,418,5514.0,h148,True,True
157721000.0,0,5491.0,h148,False,False
40256400000.0,0,5467.0,h148,True,False
157032000.0,0,5467.0,h148,True,True
39800500000.0,0,5412.0,h148,False,False
155193000.0,0,5403.0,h148,True,True
202194000000.0,0,5381.0,h148,True,False
153958000.0,0,5360.0,h148,True,True
39396000000.0,0,5357.0,h148,False,False
151632000.0,0,5279.0,h148,False,False
499144000.0,0,5224.0,h148,False,False
146100000.0,150,5219.0,h148,False,False
556618000000.0,0,5198.0,h148,False,False
148874000.0,0,5183.0,h148,False,False
148644000.0,0,5175.0,h148,False,False
1033780000.0,0,5173.0,h148,False,False
148443000.0,0,5168.0,h148,True,True
293687000000.0,0,5145.0,h148,False,False
38344400000.0,0,5067.0,h148,False,False
56656100000.0,0,4995.0,h148,False,False
143302000.0,0,4989.0,h148,False,False
130741000.0,437,4938.0,h148,False,False
36285200000.0,0,4934.0,h148,False,False
890609000.0,0,4932.0,h148,False,False
141464000.0,0,4925.0,h148,False,False
45875000000.0,0,4901.0,h148,False,False
140577000.0,0,4899.0,h148,False,False
140544000.0,0,4893.0,h148,True,True
140516000.0,0,4892.0,h148,True,True
140487000.0,0,4891.0,h148,False,False
64341200000.0,0,4878.0,h148,False,False
1340450000000.0,0,4871.0,h148,False,False
4689870000000.0,0,4850.0,h148,False,False
139309000.0,0,4850.0,h148,False,False
691664000.0,0,4833.0,h148,True,False
138735000.0,0,4830.0,h148,False,False
343530000.0,0,4829.0,h148,False,False
9625560000.0,0,4781.0,h148,False,False
17979300000000.0,0,4775.0,h148,False,False
137126000.0,0,4774.0,h148,False,False
129936000.0,230,4727.0,h148,True,True
34843800000.0,0,4717.0,h148,True,False
34505500000.0,0,4692.0,h148,False,False
134512000.0,0,4683.0,h148,False,False
40418200000.0,0,4677.0,h148,True,False
307759000.0,0,4671.0,h148,False,False
281663000000.0,0,4665.0,h148,False,False
5845640000000.0,0,4657.0,h148,False,False
131985000.0,0,4595.0,h148,False,False
131899000.0,0,4592.0,h148,True,True
810031000.0,0,4576.0,h148,False,False
130807000.0,0,4554.0,h148,True,True
275412000000.0,0,4550.0,h148,False,False
459388000.0,0,4491.0,h148,False,False
372977000.0,0,4490.0,h148,False,False
16812100000000.0,0,4465.0,h148,False,False
127734000.0,0,4447.0,h148,True,True
245752000000.0,0,4437.0,h148,False,False
2178300000.0,0,4404.0,h148,False,False
1401930000.0,0,4401.0,h148,False,False
4813710000000.0,0,4400.0,h148,False,False
126068000.0,0,4389.0,h148,False,False
16525900000000.0,0,4389.0,h148,False,False
126039000.0,0,4388.0,h148,False,False
125838000.0,0,4381.0,h148,False,False
109922000000.0,0,4349.0,h148,False,False
31961000000.0,0,4346.0,h148,False,False
104130000.0,812,4343.0,h148,True,True
124172000.0,0,4323.0,h148,False,False
31674200000.0,0,4307.0,h148,False,False
123023000.0,0,4283.0,h148,True,True
122851000.0,0,4277.0,h148,False,False
31453600000.0,0,4270.0,h148,False,False
122391000.0,0,4261.0,h148,False,False
569087000.0,0,4249.0,h148,False,False
121156000.0,0,4218.0,h148,True,True
120668000.0,0,4201.0,h148,False,False
118542000.0,0,4127.0,h148,True,True
118025000.0,0,4109.0,h148,False,False
30056300000.0,0,4087.0,h148,False,False
7088670000.0,0,4056.0,h148,False,False
116503000.0,0,4056.0,h148,False,False
30210700000.0,0,4052.0,h148,False,False
115594000.0,3,4027.0,h148,True,True
115641000.0,0,4026.0,h148,False,False
34637900000.0,0,4024.0,h148,False,False
115469000.0,0,4020.0,h148,False,False
115383000.0,0,4017.0,h148,False,False
29497400000.0,0,4011.0,h148,False,False
114320000.0,0,3980.0,h148,False,False
114176000.0,0,3975.0,h148,True,True
114004000.0,0,3969.0,h148,False,False
29159100000.0,0,3965.0,h148,False,False
29504700000.0,0,3949.0,h148,False,False
113200000.0,0,3941.0,h148,False,False
112826000.0,0,3928.0,h148,False,False
111936000.0,0,3897.0,h148,False,False
566945000.0,0,3888.0,h148,False,False
111648000.0,0,3887.0,h148,False,False
111620000.0,0,3886.0,h148,False,False
111189000.0,0,3871.0,h148,False,False
110930000.0,0,3862.0,h148,False,False
110586000.0,0,3850.0,h148,False,False
110298000.0,0,3840.0,h148,True,True
109552000.0,0,3814.0,h148,True,True
109351000.0,0,3807.0,h148,False,False
109322000.0,0,3806.0,h148,False,False
27742500000.0,0,3789.0,h148,False,False
108690000.0,0,3784.0,h148,False,False
14244200000000.0,0,3783.0,h148,False,False
108345000.0,0,3772.0,h148,False,False
27622100000.0,0,3756.0,h148,False,False
1065880000.0,0,3748.0,h148,False,False
1537350000.0,0,3737.0,h148,False,False
106967000.0,0,3724.0,h148,False,False
27386700000.0,0,3724.0,h148,False,False
27247000000.0,0,3698.0,h148,False,False
598301000.0,0,3689.0,h148,False,False
105932000.0,0,3688.0,h148,False,False
27041100000.0,0,3642.0,h148,False,False
537040000.0,0,3600.0,h148,False,False
23138300000.0,0,3593.0,h148,False,False
103089000.0,0,3589.0,h148,False,False
102773000.0,0,3578.0,h148,False,False
26305700000.0,0,3577.0,h148,False,False
102256000.0,0,3560.0,h148,False,False
26143900000.0,0,3555.0,h148,False,False
101595000.0,0,3537.0,h148,True,True
100504000.0,0,3499.0,h148,False,False
100360000.0,0,3494.0,h148,False,False
25607000000.0,0,3482.0,h148,False,False
99871800.0,0,3477.0,h148,False,False
99642000.0,0,3469.0,h148,False,False
99613300.0,0,3468.0,h148,True,True
25482000000.0,0,3458.0,h148,False,False
38697400000.0,0,3456.0,h148,True,False
99125000.0,0,3451.0,h148,False,False
248707000.0,0,3450.0,h148,False,False
27298500000.0,0,3446.0,h148,False,False
98923900.0,0,3444.0,h148,True,True
36402900000.0,0,3431.0,h148,False,False
12911200000000.0,0,3429.0,h148,False,False
98378200.0,0,3425.0,h148,True,True
12854800000000.0,0,3421.0,h148,False,False
97176400.0,10,3392.0,h148,False,False
97229300.0,0,3385.0,h148,True,True
24879000000.0,0,3383.0,h148,False,False
6789790000000.0,0,3352.0,h148,False,False
96080300.0,0,3345.0,h148,False,False
95764400.0,0,3334.0,h148,True,True
24312700000.0,0,3306.0,h148,False,False
116965000.0,0,3297.0,h148,False,False
94328200.0,0,3284.0,h148,True,True
296481000000.0,0,3278.0,h148,False,False
24033200000.0,0,3268.0,h148,False,False
93782400.0,0,3265.0,h148,False,False
93581400.0,0,3258.0,h148,False,False
93282100.0,5,3252.0,h148,True,True
93236700.0,0,3246.0,h148,True,True
92920700.0,0,3235.0,h148,False,False
23761100000.0,0,3231.0,h148,False,False
92748400.0,0,3229.0,h148,True,False
92403700.0,0,3217.0,h148,False,False
92346300.0,0,3215.0,h148,False,False
23533200000.0,0,3200.0,h148,False,False
91800500.0,0,3196.0,h148,False,False
36373500000.0,0,3175.0,h148,False,False
91168600.0,0,3174.0,h148,False,False
84756200000.0,0,3174.0,h148,False,False
90996200.0,0,3168.0,h148,False,False
710010000000.0,0,3152.0,h148,False,False
2797860000000.0,0,3148.0,h148,False,False
424029000.0,0,3141.0,h148,False,False
90192000.0,0,3140.0,h148,False,False
89789900.0,0,3126.0,h148,True,True
234000000.0,0,3124.0,h148,False,False
89675000.0,0,3122.0,h148,True,True
24996600000.0,0,3112.0,h148,True,False
234140000000.0,0,3103.0,h148,False,False
88640900.0,0,3086.0,h148,False,False
210387000000.0,0,3086.0,h148,False,False
88353700.0,0,3076.0,h148,False,False
26636600000.0,0,3076.0,h148,False,False
22591800000.0,0,3072.0,h148,False,False
23136000000.0,0,3069.0,h148,False,False
112858000.0,0,3061.0,h148,False,False
87922800.0,0,3061.0,h148,False,False
22415300000.0,0,3048.0,h148,False,False
22400600000.0,0,3046.0,h148,False,False
22371200000.0,0,3042.0,h148,False,False
87089800.0,0,3032.0,h148,False,False
22040300000.0,0,2997.0,h148,False,False
22003500000.0,0,2992.0,h148,False,False
85854700.0,0,2989.0,h148,False,False
85768600.0,0,2986.0,h148,False,False
21944700000.0,0,2984.0,h148,False,False
85653700.0,0,2982.0,h148,False,False
29262000000.0,0,2978.0,h148,False,False
85337700.0,0,2971.0,h148,True,True
85021700.0,0,2960.0,h148,False,False
84964300.0,0,2958.0,h148,False,False
84935600.0,0,2957.0,h148,False,False
23084600000.0,0,2950.0,h148,False,False
84677100.0,0,2948.0,h148,False,False
21635800000.0,0,2942.0,h148,False,False
84476000.0,0,2941.0,h148,False,False
974959000.0,0,2939.0,h148,False,False
21599000000.0,0,2937.0,h148,True,False
84246200.0,0,2933.0,h148,False,False
204253000000.0,0,2931.0,h148,False,False
84188800.0,0,2931.0,h148,True,True
83671700.0,0,2913.0,h148,True,True
82637700.0,0,2877.0,h148,False,False
82240200.0,10,2872.0,h148,False,False
25165800000.0,0,2820.0,h148,False,False
79354200.0,49,2806.0,h148,True,True
80540900.0,0,2804.0,h148,False,False
358390000.0,0,2804.0,h148,True,False
80512100.0,0,2803.0,h148,False,False
80483400.0,0,2802.0,h148,False,False
964377000.0,0,2799.0,h148,True,False
80196200.0,0,2792.0,h148,True,True
79707900.0,0,2775.0,h148,False,False
79650400.0,0,2773.0,h148,False,False
210273000.0,0,2763.0,h148,False,False
79277000.0,0,2760.0,h148,False,False
79190900.0,0,2757.0,h148,False,False
146815000.0,0,2755.0,h148,False,False
20334100000.0,0,2751.0,h148,False,False
245463000.0,0,2748.0,h148,False,False
22040300000.0,0,2738.0,h148,False,False
78558900.0,0,2735.0,h148,True,True
78558900.0,0,2735.0,h148,True,True
78386600.0,0,2729.0,h148,False,False
20062000000.0,0,2728.0,h148,False,False
78013200.0,0,2716.0,h148,False,False
77812100.0,0,2709.0,h148,True,True
312024000.0,0,2709.0,h148,False,False
77754700.0,0,2707.0,h148,False,False
45610200000.0,0,2702.0,h148,False,False
76527000.0,0,2671.0,h148,True,False
76691900.0,0,2670.0,h148,False,False
76577000.0,0,2666.0,h148,False,False
76519600.0,0,2664.0,h148,False,False
76376000.0,0,2659.0,h148,False,False
76232300.0,0,2654.0,h148,True,True
76232300.0,0,2654.0,h148,True,True
76146200.0,0,2651.0,h148,True,True
75801500.0,0,2639.0,h148,True,True
75629100.0,0,2633.0,h148,True,True
75571700.0,0,2631.0,h148,False,False
75514200.0,0,2629.0,h148,False,False
76347300.0,0,2627.0,h148,True,False
78128400.0,0,2627.0,h148,False,False
10111000000.0,0,2616.0,h148,False,False
74911100.0,0,2608.0,h148,False,False
659566000.0,0,2593.0,h148,False,False
74135500.0,0,2581.0,h148,False,False
73848300.0,0,2571.0,h148,True,True
73819600.0,0,2570.0,h148,False,False
73647200.0,0,2564.0,h148,False,False
18804500000.0,0,2557.0,h148,False,False
19598700000.0,0,2553.0,h148,False,False
18561800000.0,0,2524.0,h148,False,False
18451500000.0,0,2509.0,h148,False,False
223373000.0,0,2506.0,h148,True,False
71780200.0,0,2499.0,h148,False,False
71521700.0,0,2490.0,h148,False,False
161320000000.0,0,2483.0,h148,False,False
71234400.0,0,2480.0,h148,False,False
302459000.0,0,2469.0,h148,False,False
70430200.0,0,2452.0,h148,False,False
17980800000.0,0,2445.0,h148,False,False
70114200.0,0,2441.0,h148,False,False
172440000.0,0,2438.0,h148,False,False
17841100000.0,0,2426.0,h148,False,False
25143700000.0,0,2411.0,h148,False,False
69137600.0,0,2407.0,h148,False,False
68792900.0,0,2395.0,h148,False,False
90713000000.0,0,2395.0,h148,False,False
231861000000.0,0,2394.0,h148,False,False
17605800000.0,0,2394.0,h148,False,False
9078700000.0,0,2394.0,h148,False,False
68534400.0,0,2386.0,h148,True,True
17510100000.0,0,2381.0,h148,True,False
68218500.0,0,2375.0,h148,False,False
23525800000.0,0,2359.0,h148,False,False
17363100000.0,0,2354.0,h148,False,False
67615300.0,0,2354.0,h148,False,False
17193900000.0,0,2338.0,h148,False,False
67155700.0,0,2338.0,h148,True,True
67040800.0,0,2334.0,h148,False,False
42425900000.0,0,2332.0,h148,False,False
66782300.0,0,2325.0,h148,False,False
8750570000000.0,0,2324.0,h148,False,False
66667400.0,0,2321.0,h148,False,False
66638700.0,0,2320.0,h148,False,False
66581200.0,0,2318.0,h148,False,False
8701620000000.0,0,2311.0,h148,False,False
4472240000000.0,0,2299.0,h148,False,False
65288700.0,0,2273.0,h148,True,False
65202500.0,0,2270.0,h148,True,True
16671800000.0,0,2267.0,h148,False,False
65087600.0,0,2266.0,h148,False,False
64886500.0,0,2259.0,h148,False,False
160864000.0,0,2252.0,h148,False,False
64398200.0,0,2242.0,h148,False,False
64340800.0,0,2240.0,h148,False,False
265603000.0,0,2240.0,h148,False,False
64254600.0,0,2237.0,h148,False,False
64168400.0,0,2234.0,h148,False,False
282351000.0,0,2234.0,h148,False,False
64111000.0,0,2232.0,h148,False,False
64024800.0,0,2229.0,h148,False,False
8389100000000.0,0,2228.0,h148,False,False
16267300000.0,0,2212.0,h148,False,False
63479100.0,0,2210.0,h148,True,True
743421000.0,0,2195.0,h148,False,False
16112900000.0,0,2191.0,h148,False,False
238341000.0,0,2190.0,h148,False,False
62847200.0,0,2188.0,h148,True,True
16054000000.0,0,2183.0,h148,False,False
62617400.0,0,2180.0,h148,False,False
16076100000.0,0,2179.0,h148,False,False
62588600.0,0,2179.0,h148,False,False
731740000.0,0,2176.0,h148,False,False
88845300.0,0,2163.0,h148,False,False
4453050000.0,0,2163.0,h148,False,False
62100300.0,0,2162.0,h148,False,False
62100300.0,0,2162.0,h148,True,True
61928000.0,0,2156.0,h148,False,False
61870600.0,0,2154.0,h148,False,False
61755700.0,0,2150.0,h148,False,False
15804000000.0,0,2149.0,h148,False,False
61669500.0,0,2147.0,h148,False,False
418537000000.0,0,2144.0,h148,False,False
61209900.0,0,2131.0,h148,False,False
15656900000.0,0,2129.0,h148,False,False
61066300.0,0,2126.0,h148,False,False
301426000.0,0,2123.0,h148,False,False
60860200.0,2,2118.0,h148,True,True
60520500.0,0,2107.0,h148,False,False
166615000000.0,0,2104.0,h148,False,False
183272000.0,0,2102.0,h148,False,False
519752000.0,0,2094.0,h148,False,False
60089700.0,0,2092.0,h148,True,True
60003500.0,0,2089.0,h148,True,False
416191000.0,0,2088.0,h148,False,False
59601400.0,0,2075.0,h148,True,True
59457800.0,0,2070.0,h148,False,False
59371600.0,0,2067.0,h148,True,True
15201000000.0,0,2067.0,h148,False,False
59285400.0,0,2064.0,h148,False,False
14988100000.0,0,2063.0,h148,False,False
16907100000.0,0,2061.0,h148,False,False
7760300000000.0,0,2061.0,h148,False,False
59113100.0,0,2058.0,h148,True,False
58969500.0,0,2053.0,h148,False,False
58969500.0,0,2053.0,h148,False,False
58940800.0,0,2052.0,h148,True,True
58797100.0,0,2047.0,h148,False,False
58596100.0,0,2040.0,h148,False,False
135815000.0,0,2031.0,h148,False,False
85025100.0,0,2030.0,h148,False,False
57964100.0,0,2018.0,h148,True,True
57964100.0,0,2018.0,h148,True,True
57705600.0,0,2009.0,h148,True,False
57619500.0,0,2006.0,h148,False,False
57475800.0,0,2001.0,h148,False,False
57303500.0,0,1995.0,h148,False,False
14642000000.0,0,1991.0,h148,False,False
57159900.0,0,1990.0,h148,True,True
57131200.0,0,1989.0,h148,False,False
107892000.0,0,1989.0,h148,False,False
57073700.0,0,1987.0,h148,False,False
57016300.0,0,1985.0,h148,False,False
56441800.0,0,1965.0,h148,False,False
208696000.0,0,1964.0,h148,False,False
56154600.0,0,1955.0,h148,False,False
56125800.0,0,1954.0,h148,False,False
55637500.0,0,1937.0,h148,True,True
55522600.0,0,1933.0,h148,False,False
55465200.0,0,1931.0,h148,True,True
55407800.0,0,1929.0,h148,False,False
55350300.0,0,1927.0,h148,True,True
30409300000.0,0,1909.0,h148,False,False
1185820000.0,0,1909.0,h148,False,False
54804600.0,0,1908.0,h148,True,True
243664000.0,0,1900.0,h148,False,False
54546000.0,0,1899.0,h148,False,False
54517300.0,0,1898.0,h148,False,False
54488600.0,0,1897.0,h148,False,False
54373700.0,0,1893.0,h148,True,True
54258800.0,0,1889.0,h148,False,False
54086500.0,0,1883.0,h148,False,False
54000300.0,0,1880.0,h148,False,False
14715600000.0,0,1875.0,h148,False,False
107232000.0,0,1873.0,h148,False,False
192609000.0,0,1869.0,h148,False,False
53684300.0,0,1869.0,h148,True,True
53684300.0,0,1869.0,h148,True,True
53626900.0,0,1867.0,h148,False,False
53483300.0,0,1862.0,h148,True,True
6999710000000.0,0,1859.0,h148,False,False
13641900000.0,0,1855.0,h148,False,False
407455000000.0,0,1855.0,h148,False,False
6962050000000.0,0,1849.0,h148,False,False
53023700.0,0,1846.0,h148,False,False
53023700.0,0,1846.0,h148,True,True
53023700.0,0,1846.0,h148,False,False
52822600.0,0,1839.0,h148,True,True
52506700.0,0,1828.0,h148,False,False
109643000000.0,0,1826.0,h148,False,False
13421300000.0,0,1825.0,h148,False,False
52305600.0,0,1821.0,h148,False,False
13377100000.0,0,1819.0,h148,False,False
52248200.0,0,1819.0,h148,False,False
111547000000.0,0,1819.0,h148,False,False
52219400.0,0,1818.0,h148,False,False
13325700000.0,0,1812.0,h148,False,False
52047100.0,0,1812.0,h148,True,True
51989600.0,0,1810.0,h148,True,True
51846000.0,0,1805.0,h148,False,False
13274200000.0,0,1805.0,h148,False,False
51788600.0,0,1803.0,h148,True,True
220934000.0,0,1801.0,h148,False,False
51702400.0,0,1800.0,h148,True,True
51702400.0,0,1800.0,h148,True,True
51443900.0,0,1791.0,h148,False,False
51386500.0,0,1789.0,h148,False,False
49279000.0,83,1789.0,h148,False,False
51357700.0,0,1788.0,h148,False,False
51329000.0,0,1787.0,h148,False,False
51300300.0,0,1786.0,h148,False,False
51242800.0,0,1784.0,h148,False,False
1021340000000.0,0,1771.0,h148,False,False
50869400.0,0,1771.0,h148,False,False
106370000000.0,0,1766.0,h148,True,False
50496000.0,0,1758.0,h148,True,True
50352400.0,0,1753.0,h148,False,False
12877100000.0,0,1751.0,h148,True,False
488498000.0,0,1750.0,h148,False,False
50237500.0,0,1749.0,h148,False,False
50208800.0,0,1748.0,h148,False,False
50151300.0,0,1746.0,h148,False,False
50007700.0,0,1741.0,h148,False,False
49892800.0,0,1737.0,h148,True,True
49835400.0,0,1735.0,h148,False,False
136993000.0,0,1731.0,h148,False,False
49691800.0,0,1730.0,h148,True,False
49490700.0,0,1723.0,h148,True,True
854901000000.0,0,1721.0,h148,False,False
12619700000.0,0,1716.0,h148,False,False
10788500000.0,0,1712.0,h148,False,False
12590200000.0,0,1712.0,h148,False,False
49146000.0,0,1711.0,h148,False,False
49146000.0,0,1711.0,h148,True,True
48973700.0,0,1705.0,h148,False,False
48887500.0,0,1702.0,h148,False,False
